play_id,game_id,posteam,defteam,epa,half_minutes_remaining,down,season,success,xpass,new_play_type,location,score_differential_buckets,ydstogo_buckets
68,2022_01_BAL_NYJ,NYJ,BAL,1.46881923265755,29,1.0,2022,1.0,0.440372914075851,run,end,0,10
89,2022_01_BAL_NYJ,NYJ,BAL,-0.492192422039807,29,1.0,2022,0.0,0.389904022216797,short pass,left,0,10
115,2022_01_BAL_NYJ,NYJ,BAL,-0.325931259430945,29,2.0,2022,0.0,0.44357493519783,run,end,0,10
136,2022_01_BAL_NYJ,NYJ,BAL,-2.40220025926828,29,3.0,2022,0.0,0.963242471218109,short pass,right,0,5
202,2022_01_BAL_NYJ,BAL,NYJ,0.0751274824142456,28,1.0,2022,1.0,0.479317873716354,short pass,right,0,10
230,2022_01_BAL_NYJ,BAL,NYJ,-0.105120291467756,28,2.0,2022,0.0,0.608056545257568,short pass,left,0,6
254,2022_01_BAL_NYJ,BAL,NYJ,0.895055219996721,27,3.0,2022,1.0,0.798116028308868,run,tackle,0,2
275,2022_01_BAL_NYJ,BAL,NYJ,-0.529274165164679,27,1.0,2022,0.0,0.494006752967835,run,end,0,10
301,2022_01_BAL_NYJ,BAL,NYJ,0.411131828092039,26,2.0,2022,1.0,0.56518018245697,short pass,left,0,10
330,2022_01_BAL_NYJ,BAL,NYJ,-1.86657185154036,25,3.0,2022,0.0,0.743527829647064,run,tackle,0,2
391,2022_01_BAL_NYJ,NYJ,BAL,-1.05882230238058,24,1.0,2022,0.0,0.38896906375885,run,end,0,10
412,2022_01_BAL_NYJ,NYJ,BAL,-0.179725560126826,24,2.0,2022,0.0,0.626492321491242,short pass,left,0,11-15
469,2022_01_BAL_NYJ,NYJ,BAL,-0.602929739747196,23,1.0,2022,0.0,0.450690180063248,run,dive,0,10
490,2022_01_BAL_NYJ,NYJ,BAL,-0.752288276329637,22,2.0,2022,0.0,0.630825042724609,run,guard,0,9
511,2022_01_BAL_NYJ,NYJ,BAL,-1.42365120025352,22,3.0,2022,0.0,0.980882942676544,deep pass,right,0,9
552,2022_01_BAL_NYJ,BAL,NYJ,-0.547003813553602,22,1.0,2022,0.0,0.502714574337006,short pass,middle,0,10
574,2022_01_BAL_NYJ,BAL,NYJ,-0.82677958952263,22,2.0,2022,0.0,0.574752390384674,run,dive,0,10
595,2022_01_BAL_NYJ,BAL,NYJ,-1.20748514169827,21,3.0,2022,0.0,0.982686936855316,short pass,right,0,9
636,2022_01_BAL_NYJ,NYJ,BAL,1.55097722844221,21,1.0,2022,1.0,0.468078553676605,deep pass,left,0,10
660,2022_01_BAL_NYJ,NYJ,BAL,-0.742475949460641,20,1.0,2022,0.0,0.464095294475555,run,end,0,10
697,2022_01_BAL_NYJ,NYJ,BAL,-6.81797308416572,20,1.0,2022,0.0,0.692766785621643,short pass,middle,0,16-20
723,2022_01_BAL_NYJ,BAL,NYJ,-0.80613065965008,19,1.0,2022,0.0,0.397172540426254,run,tackle,0,10
744,2022_01_BAL_NYJ,BAL,NYJ,0.329789958486799,19,2.0,2022,1.0,0.819518625736237,short pass,right,0,11-15
768,2022_01_BAL_NYJ,BAL,NYJ,-1.4390971692093,18,3.0,2022,0.0,0.843231916427612,short pass,middle,0,3
824,2022_01_BAL_NYJ,NYJ,BAL,-0.557100749574602,18,1.0,2022,0.0,0.505315601825714,short pass,middle,0,10
846,2022_01_BAL_NYJ,NYJ,BAL,-0.768590589985251,18,2.0,2022,0.0,0.564744532108307,short pass,left,0,10
868,2022_01_BAL_NYJ,NYJ,BAL,-0.118671762757003,18,3.0,2022,0.0,0.979251801967621,short pass,right,0,10
911,2022_01_BAL_NYJ,BAL,NYJ,0.727495953906328,16,1.0,2022,1.0,0.467922896146774,short pass,right,0,10
935,2022_01_BAL_NYJ,BAL,NYJ,-0.340441808104515,16,1.0,2022,0.0,0.499827206134796,short pass,left,0,10
959,2022_01_BAL_NYJ,BAL,NYJ,-0.369019965641201,15,2.0,2022,0.0,0.705757975578308,run,dive,0,8
999,2022_01_BAL_NYJ,BAL,NYJ,-1.22902474272996,15,3.0,2022,0.0,0.969747304916382,short pass,left,0,5
1051,2022_01_BAL_NYJ,NYJ,BAL,0.892099612392485,14,1.0,2022,1.0,0.470270186662674,short pass,left,0,10
1075,2022_01_BAL_NYJ,NYJ,BAL,0.574854956008494,14,1.0,2022,1.0,0.487275421619415,short pass,left,0,10
1099,2022_01_BAL_NYJ,NYJ,BAL,-0.201148214517161,13,1.0,2022,0.0,0.471680223941803,run,tackle,0,10
1120,2022_01_BAL_NYJ,NYJ,BAL,0.860027276678011,13,2.0,2022,1.0,0.599937677383423,short pass,right,0,6
1144,2022_01_BAL_NYJ,NYJ,BAL,-0.412672426085919,12,1.0,2022,0.0,0.462400645017624,run,dive,0,10
1165,2022_01_BAL_NYJ,NYJ,BAL,0.0165319272782654,11,2.0,2022,1.0,0.596477448940277,short pass,right,0,10
1194,2022_01_BAL_NYJ,NYJ,BAL,-1.58944804609078,11,3.0,2022,0.0,0.908229172229767,short pass,right,0,4
1236,2022_01_BAL_NYJ,BAL,NYJ,0.137416838668287,10,1.0,2022,1.0,0.497013509273529,short pass,right,0,10
1260,2022_01_BAL_NYJ,BAL,NYJ,0.99698742502369,10,2.0,2022,1.0,0.520734131336212,short pass,middle,0,5
1337,2022_01_BAL_NYJ,BAL,NYJ,-1.23391112056561,8,3.0,2022,0.0,0.970297396183014,deep pass,middle,0,11-15
1378,2022_01_BAL_NYJ,NYJ,BAL,0.952740140957758,8,1.0,2022,1.0,0.452269703149796,run,end,0,10
1399,2022_01_BAL_NYJ,NYJ,BAL,-0.0770818698219955,7,1.0,2022,0.0,0.519114017486572,short pass,left,0,10
1445,2022_01_BAL_NYJ,NYJ,BAL,0.607285252772272,6,2.0,2022,1.0,0.524462103843689,short pass,right,0,5
1516,2022_01_BAL_NYJ,NYJ,BAL,-0.815760655561462,4,3.0,2022,0.0,0.922344505786896,short pass,right,0,16-20
1596,2022_01_BAL_NYJ,BAL,NYJ,-0.396996078663506,4,1.0,2022,0.0,0.45208153128624,deep pass,right,0,10
1618,2022_01_BAL_NYJ,BAL,NYJ,-0.0417655693599954,4,2.0,2022,0.0,0.609283149242401,short pass,left,0,10
1642,2022_01_BAL_NYJ,BAL,NYJ,3.90299935615622,3,3.0,2022,1.0,0.948361337184906,deep pass,right,0,5
1696,2022_01_BAL_NYJ,NYJ,BAL,0.107008677907288,3,1.0,2022,1.0,0.638773798942566,run,guard,-7,10
1717,2022_01_BAL_NYJ,NYJ,BAL,1.40169732109644,3,2.0,2022,1.0,0.619312644004822,run,dive,-7,5
1738,2022_01_BAL_NYJ,NYJ,BAL,-0.176929562934674,2,1.0,2022,0.0,0.686618447303772,short pass,right,-7,10
1779,2022_01_BAL_NYJ,NYJ,BAL,1.19946941966191,2,2.0,2022,1.0,0.853175520896912,short pass,left,-7,7
1803,2022_01_BAL_NYJ,NYJ,BAL,-0.289439859392587,1,1.0,2022,0.0,0.849896371364594,run,tackle,-7,10
1841,2022_01_BAL_NYJ,NYJ,BAL,-1.61506366316462,1,2.0,2022,0.0,0.822214543819428,run,dive,-7,5
1879,2022_01_BAL_NYJ,NYJ,BAL,0.663803012328514,1,3.0,2022,1.0,0.895011305809021,short pass,right,-7,5
1994,2022_01_BAL_NYJ,BAL,NYJ,-0.128992111363914,0,1.0,2022,0.0,0.702193200588226,run,guard,7,10
2049,2022_01_BAL_NYJ,BAL,NYJ,-0.464157560374588,30,1.0,2022,0.0,0.432309329509735,run,guard,7,10
2070,2022_01_BAL_NYJ,BAL,NYJ,-0.762569237034768,29,2.0,2022,0.0,0.693008959293366,short pass,right,7,8
2113,2022_01_BAL_NYJ,BAL,NYJ,-0.319372778758407,28,1.0,2022,0.0,0.439557552337647,run,tackle,7,10
2139,2022_01_BAL_NYJ,BAL,NYJ,-0.835419127251953,27,2.0,2022,0.0,0.74412602186203,deep pass,right,7,9
2161,2022_01_BAL_NYJ,BAL,NYJ,-1.40382804675028,27,3.0,2022,0.0,0.981404721736908,short pass,middle,7,9
2219,2022_01_BAL_NYJ,NYJ,BAL,-0.83679190883413,26,2.0,2022,0.0,0.79310154914856,short pass,right,-7,11-15
2243,2022_01_BAL_NYJ,NYJ,BAL,-0.268760051112622,26,3.0,2022,0.0,0.947657465934753,short pass,left,-7,11-15
2285,2022_01_BAL_NYJ,BAL,NYJ,1.08740039600525,25,1.0,2022,1.0,0.459285736083984,short pass,left,7,10
2314,2022_01_BAL_NYJ,BAL,NYJ,0.318555618403479,24,1.0,2022,1.0,0.432389289140701,run,end,7,10
2340,2022_01_BAL_NYJ,BAL,NYJ,0.466358285862953,24,2.0,2022,1.0,0.411339908838272,run,tackle,7,4
2361,2022_01_BAL_NYJ,BAL,NYJ,-0.819105062982999,23,1.0,2022,0.0,0.399660706520081,run,end,7,10
2406,2022_01_BAL_NYJ,BAL,NYJ,3.43220745341387,22,3.0,2022,1.0,0.965952634811401,deep pass,middle,7,10
2457,2022_01_BAL_NYJ,NYJ,BAL,-0.563372158911079,22,1.0,2022,0.0,0.516590237617493,run,tackle,-14,10
2478,2022_01_BAL_NYJ,NYJ,BAL,-0.765841365791857,21,2.0,2022,0.0,0.787661850452423,deep pass,right,-14,9
2530,2022_01_BAL_NYJ,NYJ,BAL,-0.39807115145959,21,1.0,2022,0.0,0.509270489215851,run,dive,-14,10
2551,2022_01_BAL_NYJ,NYJ,BAL,0.262857248075306,20,2.0,2022,1.0,0.77150970697403,run,dive,-14,8
2572,2022_01_BAL_NYJ,NYJ,BAL,-1.77909165760502,19,3.0,2022,0.0,0.735490798950195,short pass,middle,-14,2
2613,2022_01_BAL_NYJ,BAL,NYJ,-0.596230834722519,19,1.0,2022,0.0,0.345678627490997,short pass,left,14,10
2635,2022_01_BAL_NYJ,BAL,NYJ,1.55012563010678,19,2.0,2022,1.0,0.533850967884064,short pass,right,14,10
2659,2022_01_BAL_NYJ,BAL,NYJ,0.508673090022057,18,1.0,2022,1.0,0.433868825435638,run,tackle,14,10
2680,2022_01_BAL_NYJ,BAL,NYJ,0.689379837131128,18,2.0,2022,1.0,0.282646596431732,run,dive,14,2
2712,2022_01_BAL_NYJ,BAL,NYJ,4.8358819342684,17,1.0,2022,1.0,0.436767250299454,deep pass,middle,14,10
2791,2022_01_BAL_NYJ,NYJ,BAL,1.08296773023903,17,1.0,2022,1.0,0.615253686904907,short pass,left,-21,10
2803,2022_01_BAL_NYJ,NYJ,BAL,0.516839245799929,16,1.0,2022,1.0,0.694261133670807,short pass,left,-21,10
3037,2022_01_BAL_NYJ,NYJ,BAL,0.127778810448945,16,2.0,2022,1.0,0.549140989780426,short pass,left,-21,2
2844,2022_01_BAL_NYJ,NYJ,BAL,-0.499975071288645,15,1.0,2022,0.0,0.694212675094605,short pass,middle,-21,10
2866,2022_01_BAL_NYJ,NYJ,BAL,1.20184116531163,15,2.0,2022,1.0,0.782372653484345,short pass,middle,-21,10
2891,2022_01_BAL_NYJ,NYJ,BAL,0.661143616773188,15,1.0,2022,1.0,0.672467231750488,short pass,right,-21,10
2934,2022_01_BAL_NYJ,NYJ,BAL,0.961494798772037,15,1.0,2022,1.0,0.767357885837555,short pass,middle,-21,10
2963,2022_01_BAL_NYJ,NYJ,BAL,-0.121899419929832,14,1.0,2022,0.0,0.744204998016357,short pass,middle,-21,10
2987,2022_01_BAL_NYJ,NYJ,BAL,-4.42647881200537,14,2.0,2022,0.0,0.844787418842316,short pass,middle,-21,7
3026,2022_01_BAL_NYJ,BAL,NYJ,0.568649079184979,14,1.0,2022,1.0,0.25334557890892,run,guard,21,10
3115,2022_01_BAL_NYJ,BAL,NYJ,-0.0428082020953298,12,2.0,2022,0.0,0.635583162307739,short pass,right,21,11-15
3139,2022_01_BAL_NYJ,BAL,NYJ,2.36922633601353,12,3.0,2022,1.0,0.944552004337311,short pass,right,21,8
3163,2022_01_BAL_NYJ,BAL,NYJ,-0.117821536492556,11,1.0,2022,0.0,0.23236158490181,run,guard,21,10
3184,2022_01_BAL_NYJ,BAL,NYJ,-0.754996923496947,10,2.0,2022,0.0,0.353953063488007,deep pass,left,21,6
3206,2022_01_BAL_NYJ,BAL,NYJ,-1.23709651571698,10,3.0,2022,0.0,0.896243512630463,short pass,left,21,6
3253,2022_01_BAL_NYJ,NYJ,BAL,1.00361717445776,10,1.0,2022,1.0,0.821270525455475,deep pass,middle,-21,10
3277,2022_01_BAL_NYJ,NYJ,BAL,-0.505332788452506,9,1.0,2022,0.0,0.82418155670166,short pass,right,-21,10
3299,2022_01_BAL_NYJ,NYJ,BAL,-0.0062835640273988,9,2.0,2022,0.0,0.863365590572357,short pass,left,-21,10
3323,2022_01_BAL_NYJ,NYJ,BAL,1.36735186888836,9,3.0,2022,1.0,0.953518569469452,short pass,right,-21,4
3352,2022_01_BAL_NYJ,NYJ,BAL,-0.46721212589182,8,1.0,2022,0.0,0.819988131523132,short pass,right,-21,10
3374,2022_01_BAL_NYJ,NYJ,BAL,0.588326893746853,8,2.0,2022,1.0,0.860715925693512,short pass,left,-21,10
3398,2022_01_BAL_NYJ,NYJ,BAL,-1.23062672500964,8,3.0,2022,0.0,0.379990220069885,run,dive,-21,1
3419,2022_01_BAL_NYJ,NYJ,BAL,2.0976584177115,7,4.0,2022,1.0,0.441706717014313,short pass,right,-21,1
3475,2022_01_BAL_NYJ,NYJ,BAL,0.420504901907407,6,1.0,2022,1.0,0.927698075771332,short pass,right,-21,16-20
3503,2022_01_BAL_NYJ,NYJ,BAL,-0.020939439535141,6,2.0,2022,0.0,0.934862792491913,short pass,right,-21,11-15
3527,2022_01_BAL_NYJ,NYJ,BAL,-0.832881442387588,5,3.0,2022,0.0,0.978611528873444,short pass,left,-21,6
3551,2022_01_BAL_NYJ,NYJ,BAL,2.13948493351927,5,4.0,2022,1.0,0.972801446914673,short pass,left,-21,3
3575,2022_01_BAL_NYJ,NYJ,BAL,-0.427314211556222,4,1.0,2022,0.0,0.863419353961945,short pass,right,-21,10
3601,2022_01_BAL_NYJ,NYJ,BAL,-0.464671535999514,4,2.0,2022,0.0,0.912004590034485,short pass,left,-21,10
3625,2022_01_BAL_NYJ,NYJ,BAL,-1.24729078495875,4,3.0,2022,0.0,0.975701570510864,short pass,right,-21,6
3647,2022_01_BAL_NYJ,NYJ,BAL,-2.78932459233329,4,4.0,2022,0.0,0.986637234687805,short pass,left,-21,6
3718,2022_01_BAL_NYJ,BAL,NYJ,0.275179107673466,4,1.0,2022,1.0,0.0765566825866699,short pass,left,21,11-15
3742,2022_01_BAL_NYJ,BAL,NYJ,-0.102046698564664,3,2.0,2022,0.0,0.121794149279594,run,end,21,7
3763,2022_01_BAL_NYJ,BAL,NYJ,-2.0007584860432,2,3.0,2022,0.0,0.354848742485046,deep pass,left,21,6
3789,2022_01_BAL_NYJ,NYJ,BAL,-0.395199656137265,2,1.0,2022,0.0,0.880227088928223,short pass,right,-21,10
3811,2022_01_BAL_NYJ,NYJ,BAL,1.46022276266012,2,2.0,2022,1.0,0.890008449554443,short pass,right,-21,10
3835,2022_01_BAL_NYJ,NYJ,BAL,0.343052992888261,2,1.0,2022,1.0,0.879951000213623,short pass,left,-21,10
3864,2022_01_BAL_NYJ,NYJ,BAL,-0.455502388183959,2,2.0,2022,0.0,0.883335709571838,short pass,right,-21,5
3933,2022_01_BAL_NYJ,NYJ,BAL,0.167394267133204,2,1.0,2022,1.0,0.878265023231506,short pass,middle,-21,10
3957,2022_01_BAL_NYJ,NYJ,BAL,-0.619574850890786,1,2.0,2022,0.0,0.899251878261566,short pass,middle,-21,5
3979,2022_01_BAL_NYJ,NYJ,BAL,-1.21457417233614,1,3.0,2022,0.0,0.958940148353577,short pass,right,-21,5
4047,2022_01_BAL_NYJ,NYJ,BAL,3.54599444920314,1,4.0,2022,1.0,0.985614717006683,deep pass,right,-21,11-15
4071,2022_01_BAL_NYJ,NYJ,BAL,-0.426494381943485,1,1.0,2022,0.0,0.744650185108185,short pass,right,-21,3
4093,2022_01_BAL_NYJ,NYJ,BAL,-0.856477315479424,1,2.0,2022,0.0,0.801643311977387,short pass,right,-21,3
4115,2022_01_BAL_NYJ,NYJ,BAL,2.31239089829614,1,3.0,2022,1.0,0.900448977947235,short pass,right,-21,3
56,2022_01_BUF_LA,BUF,LA,0.217842110432684,30,1.0,2022,1.0,0.5153568983078,short pass,right,0,10
101,2022_01_BUF_LA,BUF,LA,0.449644862441346,28,1.0,2022,1.0,0.463019818067551,run,end,0,10
122,2022_01_BUF_LA,BUF,LA,0.510939435800538,28,2.0,2022,1.0,0.405983090400696,short pass,right,0,3
146,2022_01_BUF_LA,BUF,LA,-0.434645395260304,27,1.0,2022,0.0,0.47971498966217,run,tackle,0,10
167,2022_01_BUF_LA,BUF,LA,1.34806486265734,26,2.0,2022,1.0,0.679588198661804,short pass,middle,0,8
191,2022_01_BUF_LA,BUF,LA,-0.590365699259564,26,1.0,2022,0.0,0.46871230006218,run,end,0,10
212,2022_01_BUF_LA,BUF,LA,0.769604818080552,25,2.0,2022,1.0,0.718046188354492,short pass,right,0,9
236,2022_01_BUF_LA,BUF,LA,3.13041116169188,25,3.0,2022,1.0,0.241718932986259,short pass,right,0,1
299,2022_01_BUF_LA,LA,BUF,-0.190116306766868,24,1.0,2022,0.0,0.479042828083038,run,dive,-7,10
343,2022_01_BUF_LA,LA,BUF,-0.724307159427553,24,2.0,2022,0.0,0.521130800247192,run,dive,-7,10
364,2022_01_BUF_LA,LA,BUF,2.87652461393736,23,3.0,2022,1.0,0.985988974571228,deep pass,right,-7,8
393,2022_01_BUF_LA,LA,BUF,-0.456691827392206,22,1.0,2022,0.0,0.48827800154686,run,guard,-7,10
414,2022_01_BUF_LA,LA,BUF,1.14732761122286,22,2.0,2022,1.0,0.7015580534935,short pass,right,-7,9
438,2022_01_BUF_LA,LA,BUF,-0.312563573708758,21,1.0,2022,0.0,0.494535267353058,short pass,left,-7,10
486,2022_01_BUF_LA,LA,BUF,-0.902344594709575,20,3.0,2022,0.0,0.975713014602661,short pass,right,-7,11-15
529,2022_01_BUF_LA,BUF,LA,0.307717371499166,20,1.0,2022,1.0,0.394832640886307,run,guard,7,10
569,2022_01_BUF_LA,BUF,LA,1.75816159322858,18,3.0,2022,1.0,0.94926655292511,short pass,right,7,4
593,2022_01_BUF_LA,BUF,LA,0.700144884642214,18,1.0,2022,1.0,0.486113160848618,short pass,left,7,10
617,2022_01_BUF_LA,BUF,LA,0.798386420123279,17,1.0,2022,1.0,0.491784155368805,short pass,left,7,10
646,2022_01_BUF_LA,BUF,LA,1.32576319528744,16,1.0,2022,1.0,0.490834027528763,short pass,left,7,10
692,2022_01_BUF_LA,BUF,LA,-0.175532865338027,16,1.0,2022,0.0,0.456407248973846,short pass,right,7,10
721,2022_01_BUF_LA,BUF,LA,-5.01456185616553,15,2.0,2022,0.0,0.697464525699616,short pass,right,7,7
754,2022_01_BUF_LA,LA,BUF,-0.627405299339443,15,1.0,2022,0.0,0.488423198461533,run,guard,-7,10
775,2022_01_BUF_LA,LA,BUF,0.158298097550869,15,2.0,2022,1.0,0.550728499889374,short pass,right,-7,10
818,2022_01_BUF_LA,LA,BUF,-1.62181922933087,15,3.0,2022,0.0,0.961780905723572,short pass,left,-7,4
867,2022_01_BUF_LA,BUF,LA,-0.551209050696343,14,1.0,2022,0.0,0.491844236850739,short pass,right,7,10
896,2022_01_BUF_LA,BUF,LA,-4.82523469836451,13,2.0,2022,0.0,0.720974624156952,run,tackle,7,8
933,2022_01_BUF_LA,LA,BUF,-0.532397968694568,13,1.0,2022,0.0,0.470887899398804,run,guard,-7,10
954,2022_01_BUF_LA,LA,BUF,-4.89537463267334,12,2.0,2022,0.0,0.612395226955414,short pass,right,-7,10
980,2022_01_BUF_LA,BUF,LA,-0.0837874270509929,12,1.0,2022,0.0,0.4914510846138,short pass,right,7,10
1009,2022_01_BUF_LA,BUF,LA,-0.205861645517871,12,2.0,2022,0.0,0.532256066799164,run,guard,7,5
1030,2022_01_BUF_LA,BUF,LA,1.39239250426181,11,3.0,2022,1.0,0.795037686824799,short pass,left,7,2
1054,2022_01_BUF_LA,BUF,LA,1.35676923510619,11,1.0,2022,1.0,0.493696689605713,short pass,left,7,10
1078,2022_01_BUF_LA,BUF,LA,-0.182250518002547,10,1.0,2022,0.0,0.448964357376099,short pass,left,7,10
1102,2022_01_BUF_LA,BUF,LA,-0.148179297451861,9,2.0,2022,0.0,0.621232271194458,short pass,left,7,6
1126,2022_01_BUF_LA,BUF,LA,-1.56967628397458,8,3.0,2022,0.0,0.931280612945557,deep pass,left,7,4
1187,2022_01_BUF_LA,LA,BUF,-0.100456628715619,8,1.0,2022,0.0,0.496592879295349,run,tackle,-7,10
1208,2022_01_BUF_LA,LA,BUF,-0.771847519557923,8,2.0,2022,0.0,0.64266848564148,short pass,left,-7,6
1230,2022_01_BUF_LA,LA,BUF,1.80397455696948,8,3.0,2022,1.0,0.983623862266541,short pass,left,-7,6
1254,2022_01_BUF_LA,LA,BUF,0.527520344243385,7,1.0,2022,1.0,0.509234070777893,run,tackle,-7,10
1286,2022_01_BUF_LA,LA,BUF,0.234810821944848,6,1.0,2022,1.0,0.491418361663818,short pass,left,-7,10
1334,2022_01_BUF_LA,LA,BUF,0.422372142085806,5,3.0,2022,1.0,0.977889358997345,short pass,left,-7,11-15
1358,2022_01_BUF_LA,LA,BUF,2.02853563474491,4,4.0,2022,1.0,0.815623581409454,short pass,right,-7,2
1385,2022_01_BUF_LA,LA,BUF,1.25161086465232,4,1.0,2022,1.0,0.497633039951325,run,end,-7,10
1406,2022_01_BUF_LA,LA,BUF,0.0955476801027544,3,1.0,2022,1.0,0.42271813750267,run,dive,-7,7
1427,2022_01_BUF_LA,LA,BUF,1.46390607504873,3,2.0,2022,1.0,0.581076383590698,short pass,right,-7,4
1483,2022_01_BUF_LA,BUF,LA,-0.414966419572011,3,1.0,2022,0.0,0.557069540023804,run,dive,0,10
1563,2022_01_BUF_LA,BUF,LA,1.54752875538543,2,3.0,2022,1.0,0.981580555438995,short pass,left,0,7
1609,2022_01_BUF_LA,BUF,LA,-4.59440824121703,2,1.0,2022,0.0,0.760902047157288,short pass,middle,0,10
1635,2022_01_BUF_LA,LA,BUF,-0.399730197270401,1,1.0,2022,0.0,0.817014038562775,short pass,middle,0,10
1657,2022_01_BUF_LA,LA,BUF,-0.469972457038239,1,2.0,2022,0.0,0.869793236255646,deep pass,middle,0,10
1712,2022_01_BUF_LA,LA,BUF,0.689841408864595,1,1.0,2022,1.0,0.884087979793549,short pass,right,0,10
1736,2022_01_BUF_LA,LA,BUF,-0.470122479076963,1,2.0,2022,0.0,0.585213243961334,run,dive,0,1
1836,2022_01_BUF_LA,LA,BUF,-0.452746068722062,0,2.0,2022,0.0,0.956016182899475,short pass,left,0,16-20
1946,2022_01_BUF_LA,LA,BUF,-0.550089620053768,29,1.0,2022,0.0,0.440867304801941,run,end,0,10
1967,2022_01_BUF_LA,LA,BUF,-0.130681387148798,29,2.0,2022,0.0,0.662410020828247,short pass,middle,0,8
2043,2022_01_BUF_LA,BUF,LA,0.863278128439561,28,1.0,2022,1.0,0.47762206196785,run,guard,0,10
2072,2022_01_BUF_LA,BUF,LA,-0.546009890502319,27,1.0,2022,0.0,0.472638040781021,run,end,0,10
2093,2022_01_BUF_LA,BUF,LA,0.148121458943933,26,2.0,2022,1.0,0.745096206665039,run,tackle,0,9
2163,2022_01_BUF_LA,BUF,LA,0.996034917770885,25,1.0,2022,1.0,0.474649608135223,run,end,0,10
2184,2022_01_BUF_LA,BUF,LA,0.367246571462601,24,1.0,2022,1.0,0.445689737796783,short pass,left,0,10
2208,2022_01_BUF_LA,BUF,LA,0.539186447509565,23,2.0,2022,1.0,0.362684935331345,short pass,left,0,3
2232,2022_01_BUF_LA,BUF,LA,1.43515156954527,23,1.0,2022,1.0,0.38918924331665,short pass,right,0,7
2307,2022_01_BUF_LA,LA,BUF,2.00161885190755,22,2.0,2022,1.0,0.63477098941803,deep pass,left,-7,10
2336,2022_01_BUF_LA,LA,BUF,0.518132671015337,22,1.0,2022,1.0,0.505208015441895,short pass,middle,-7,10
2360,2022_01_BUF_LA,LA,BUF,-0.479756139218807,21,1.0,2022,0.0,0.501380383968353,run,tackle,-7,10
2400,2022_01_BUF_LA,LA,BUF,-1.31684104818851,20,3.0,2022,0.0,0.97100156545639,deep pass,middle,-7,16-20
2485,2022_01_BUF_LA,BUF,LA,0.984484274871647,19,2.0,2022,1.0,0.690370619297028,run,end,7,7
2506,2022_01_BUF_LA,BUF,LA,-0.632261678110808,18,1.0,2022,0.0,0.46746376156807,run,end,7,10
2527,2022_01_BUF_LA,BUF,LA,1.4960400541313,18,2.0,2022,1.0,0.613581120967865,short pass,middle,7,10
2551,2022_01_BUF_LA,BUF,LA,-0.560184169560671,17,1.0,2022,0.0,0.466701328754425,run,guard,7,10
2572,2022_01_BUF_LA,BUF,LA,-0.327180180698633,16,2.0,2022,0.0,0.743481814861298,short pass,middle,7,9
2599,2022_01_BUF_LA,BUF,LA,1.56275816983543,16,3.0,2022,1.0,0.967068910598755,short pass,right,7,5
2623,2022_01_BUF_LA,BUF,LA,-0.522906138328835,15,1.0,2022,0.0,0.447731018066406,short pass,right,7,10
2648,2022_01_BUF_LA,BUF,LA,-0.600495358463377,15,2.0,2022,0.0,0.600654602050781,run,dive,7,10
2688,2022_01_BUF_LA,BUF,LA,4.56522039987613,15,3.0,2022,1.0,0.973476886749268,deep pass,middle,7,7
2712,2022_01_BUF_LA,BUF,LA,-0.137194227310829,14,1.0,2022,0.0,0.347503662109375,run,tackle,7,6
2733,2022_01_BUF_LA,BUF,LA,-1.00648655788973,13,2.0,2022,0.0,0.536038100719452,short pass,middle,7,4
2815,2022_01_BUF_LA,LA,BUF,0.818054475355893,13,1.0,2022,1.0,0.753129899501801,short pass,left,-14,10
2839,2022_01_BUF_LA,LA,BUF,-0.579495721962303,12,1.0,2022,0.0,0.749319076538086,run,end,-14,10
2860,2022_01_BUF_LA,LA,BUF,-0.0241680638864636,12,2.0,2022,0.0,0.814056158065796,short pass,right,-14,10
2884,2022_01_BUF_LA,LA,BUF,1.19351971358992,11,3.0,2022,1.0,0.927500545978546,short pass,left,-14,3
2908,2022_01_BUF_LA,LA,BUF,-4.67126974882558,11,1.0,2022,0.0,0.778968989849091,deep pass,middle,-14,10
2934,2022_01_BUF_LA,BUF,LA,-0.536101025063545,11,1.0,2022,0.0,0.273973494768143,short pass,right,14,10
2958,2022_01_BUF_LA,BUF,LA,-0.0225413148291409,10,2.0,2022,0.0,0.602101922035217,run,guard,14,9
2979,2022_01_BUF_LA,BUF,LA,5.41386215551756,9,3.0,2022,1.0,0.893001139163971,deep pass,right,14,4
3047,2022_01_BUF_LA,LA,BUF,-0.571538988966495,9,1.0,2022,0.0,0.818549156188965,short pass,left,-21,10
3092,2022_01_BUF_LA,LA,BUF,-0.0977661139331758,9,2.0,2022,0.0,0.924953401088715,short pass,left,-21,11-15
3121,2022_01_BUF_LA,LA,BUF,-0.169296331238002,8,3.0,2022,0.0,0.988096356391907,short pass,right,-21,10
3145,2022_01_BUF_LA,LA,BUF,2.15821085567586,8,4.0,2022,1.0,0.482493132352829,run,dive,-21,1
3166,2022_01_BUF_LA,LA,BUF,0.270945283351466,7,1.0,2022,1.0,0.841361045837402,short pass,left,-21,10
3190,2022_01_BUF_LA,LA,BUF,0.323833234142512,7,2.0,2022,1.0,0.850264012813568,short pass,right,-21,4
3214,2022_01_BUF_LA,LA,BUF,-6.05082187009975,7,1.0,2022,0.0,0.863789260387421,short pass,middle,-21,10
3283,2022_01_BUF_LA,BUF,LA,-0.18660939252004,6,1.0,2022,0.0,0.108886778354645,run,dive,21,10
